starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	4	155	159	155
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	4	156	159	156
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	159
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	159
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	159
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	159
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	159
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	0	160	160	160
Thu Oct 19 22:21:06 2023	1697754066	0	160	160	160
Thu Oct 19 22:21:05 2023	1697754065	4	157	160	157
Thu Oct 19 22:21:05 2023	1697754065	4	157	161	157
Thu Oct 19 22:21:05 2023	1697754065	4	158	162	158
Thu Oct 19 22:21:05 2023	1697754065	4	159	163	159
Thu Oct 19 22:21:05 2023	1697754065	4	159	163	159
Thu Oct 19 22:21:05 2023	1697754065	4	160	163	160
Thu Oct 19 22:21:05 2023	1697754065	3	160	164	160
